Data,Srednia temperatura powietrza,Maksymalna temperatura powietrza,Minimalna temperatura powietrza,Minimalna temperatura powietrza przy gruncie,Srrednia wilgotnosc powietrza,Srednia prezystosc pary wodnej,Srednie zachmurzenie,Srednia predkosc wiatru,Czas trwania wiatru >= 10 m/s,Czas trwania wiatru >= 15 m/s,Cisnienie na poziomie morza,Cisnienie na poziomie stacji,Dobowa suma opadu,Opad - dzien,Opad - noc,Wysokosc pokrywy snieznej,Rownowaznik wodny sniegu,Uslonecznienie,Czas trwania opadu deszczu,Czas trwania opadu sniegu,Czas trwania opadu deszczu ze sniegiem,Czas trwania mgly,Czas trwania rosy,Czas trwania szronu,Czas trwania burzy
2019-08-28,25.5,31.7,18.9,17.1,68.3,21.4,4.6,3.4,0.0,0.0,1016.7,1002.7,0.0,0.0,0.0,-,0.0,10.5,-,-,-,-,8.0,-,-
2019-08-29,24.0,32.6,16.8,15.2,71.8,20.6,4.1,1.3,0.0,0.0,1017.2,1003.1,1.1,1.1,0.0,-,0.0,7.1,0.6,-,-,-,8.0,-,0.8
2019-08-30,23.5,30.2,18.0,16.7,71.3,20.0,5.1,2.0,0.0,0.0,1021.4,1007.3,0.0,0.0,0.0,-,0.0,10.2,-,-,-,-,10.0,-,-
2019-08-31,23.8,30.9,16.2,14.6,67.8,19.0,0.4,3.6,0.0,0.0,1018.2,1004.1,0.0,0.0,0.0,-,0.0,12.4,-,-,-,-,8.0,-,-
2019-09-01,24.6,33.2,17.7,15.6,66.6,19.5,3.6,3.4,0.0,0.0,1010.9,996.9,7.5,7.2,0.3,-,0.0,10.3,2.2,-,-,-,7.0,-,0.7
2019-09-02,16.5,24.0,14.5,14.6,89.0,16.7,7.5,2.1,0.0,0.0,1019.2,1004.7,3.4,3.4,0.0,-,0.0,0.0,7.9,-,-,-,-,-,-
2019-09-03,16.5,22.1,9.1,7.8,63.6,11.3,4.8,1.6,0.0,0.0,1023.1,1008.5,0.0,0.0,0.0,-,0.0,9.8,0.5,-,-,-,-,-,-
2019-09-04,19.0,25.5,12.1,9.7,59.3,12.5,3.1,2.1,0.0,0.0,1018.4,1004.1,0.0,0.0,0.0,-,0.0,11.3,-,-,-,-,4.0,-,-
2019-09-05,18.0,23.4,12.5,9.8,62.9,12.8,3.4,2.1,0.0,0.0,1014.9,1000.6,0.0,0.0,0.0,-,0.0,8.9,-,-,-,-,8.0,-,-
2019-09-06,15.3,19.9,11.3,9.9,59.8,10.1,6.5,1.9,0.0,0.0,1023.4,1008.8,2.1,0.0,2.1,-,0.0,10.3,0.3,-,-,-,2.0,-,-
2019-09-07,13.9,15.9,12.2,11.8,89.6,14.2,8.0,1.3,0.0,0.0,1018.6,1004.0,5.1,5.1,0.0,-,0.0,0.0,12.8,-,-,-,-,-,-
2019-09-08,14.4,17.6,11.3,11.1,81.6,13.2,7.5,1.9,0.0,0.0,1018.0,1003.5,7.4,0.0,7.4,-,0.0,2.3,-,-,-,-,4.0,-,-
2019-09-09,15.7,19.8,14.1,13.1,90.4,16.1,7.8,3.9,0.0,0.0,1010.3,996.0,17.8,8.1,9.7,-,0.0,0.1,9.3,-,-,-,1.5,-,0.7
2019-09-10,15.6,20.7,12.6,11.8,71.4,12.3,5.5,5.0,0.0,0.0,1016.5,1002.0,0.0,0.0,0.0,-,0.0,8.3,0.9,-,-,-,3.0,-,-
2019-09-11,16.3,23.6,9.4,8.0,74.6,13.3,4.9,1.8,0.0,0.0,1023.3,1008.7,0.0,0.0,0.0,-,0.0,10.3,-,-,-,-,16.0,-,-
2019-09-12,16.8,22.7,10.5,9.1,75.5,14.1,3.1,2.1,0.0,0.0,1027.4,1012.8,0.0,0.0,0.0,-,0.0,11.3,-,-,-,-,12.0,-,-
2019-09-13,17.7,23.2,11.7,9.8,76.9,15.3,4.1,3.1,0.0,0.0,1028.6,1014.1,0.0,0.0,0.0,-,0.0,6.6,0.6,-,-,-,8.0,-,-
2019-09-14,14.0,19.1,8.9,7.4,69.9,10.8,3.0,1.3,0.0,0.0,1032.6,1017.8,0.0,0.0,0.0,-,0.0,10.9,-,-,-,-,14.0,-,-
2019-09-15,15.8,24.4,5.9,3.7,71.1,12.3,5.1,3.1,0.0,0.0,1022.3,1007.8,0.0,0.0,0.0,-,0.0,11.4,-,-,-,-,11.0,-,-
2019-09-16,15.6,18.5,13.2,12.6,68.1,11.9,7.4,3.4,0.0,0.0,1017.5,1003.0,0.0,0.0,0.0,-,0.0,1.0,4.6,-,-,-,2.0,-,-
2019-09-17,12.6,17.0,9.4,8.6,76.1,10.9,5.6,5.1,1.6,0.0,1014.2,999.6,1.1,0.8,0.3,-,0.0,4.3,1.6,-,-,-,-,-,-
2019-09-18,11.0,15.6,7.7,6.9,66.5,8.6,3.5,5.3,0.0,0.0,1019.9,1005.1,0.1,0.0,0.1,-,0.0,7.9,0.5,-,-,-,4.2,-,-
2019-09-19,9.8,14.1,7.0,5.8,76.8,9.2,4.5,2.9,0.0,0.0,1025.6,1010.7,1.9,1.9,0.0,-,0.0,7.8,1.8,-,-,-,-,-,-
2019-09-20,9.9,16.1,3.0,1.5,71.5,8.4,5.5,2.4,0.0,0.0,1027.6,1012.7,0.0,0.0,0.0,-,0.0,8.8,-,-,-,-,-,-,-
2019-09-21,13.0,20.3,6.3,3.6,67.9,9.8,2.9,1.8,0.0,0.0,1024.0,1009.3,0.0,0.0,0.0,-,0.0,11.5,-,-,-,-,14.0,-,-
2019-09-22,13.6,22.5,4.4,2.2,66.5,9.7,0.3,2.5,0.0,0.0,1016.9,1002.3,0.0,0.0,0.0,-,0.0,11.6,-,-,-,-,14.0,-,-
2019-09-23,14.8,22.8,7.1,3.3,68.0,11.2,3.9,2.5,0.0,0.0,1014.4,999.9,0.0,0.0,0.0,-,0.0,10.7,-,-,-,-,14.0,-,-
2019-09-24,12.2,16.7,8.9,7.1,89.6,12.7,7.0,3.3,0.0,0.0,1014.2,999.6,0.0,0.0,0.0,-,0.0,2.7,0.6,-,-,2.3,11.7,-,-
2019-09-25,14.1,17.1,11.5,10.9,93.5,15.0,7.8,2.0,0.0,0.0,1008.1,993.6,1.6,1.3,0.3,-,0.0,0.0,8.0,-,-,0.9,-,-,-
2019-09-26,14.8,20.5,11.2,9.8,81.6,13.5,4.8,2.4,0.0,0.0,1012.1,997.6,0.2,0.0,0.2,-,0.0,5.6,-,-,-,2.2,3.8,-,-
2019-09-27,15.5,20.8,8.3,5.6,85.6,15.0,6.6,2.9,0.0,0.0,1012.5,998.1,2.5,0.1,2.4,-,0.0,0.9,5.1,-,-,1.8,-,-,-
2019-09-28,15.2,20.5,12.3,11.4,84.4,14.4,5.6,2.8,0.0,0.0,1013.4,998.9,7.3,7.3,0.0,-,0.0,6.5,2.1,-,-,-,-,-,-
2019-09-29,16.4,19.7,11.8,9.9,66.9,12.2,5.9,4.1,0.0,0.0,1008.0,993.7,0.0,0.0,0.0,-,0.0,6.3,0.6,-,-,-,-,-,-
2019-09-30,17.1,19.7,14.5,12.4,61.5,11.9,6.1,8.5,8.5,1.1,1001.1,986.9,0.4,0.4,0.0,-,0.0,1.6,4.3,-,-,-,-,-,-
2019-10-01,15.6,21.7,10.4,8.6,68.4,11.9,5.4,5.3,1.0,0.0,1005.9,991.6,1.4,0.0,1.4,-,0.0,5.9,0.2,-,-,-,8.0,-,-
2019-10-02,12.9,18.7,9.2,8.9,86.9,13.0,7.5,3.0,0.0,0.0,1003.9,989.5,3.2,3.2,0.0,-,0.0,0.0,8.4,-,-,-,-,-,-
2019-10-03,7.9,11.3,3.4,0.8,87.4,9.3,5.6,3.3,0.0,0.0,1012.8,998.0,2.0,2.0,0.0,-,0.0,0.6,4.3,-,-,-,-,-,-
2019-10-04,9.5,12.4,5.5,4.1,85.8,10.1,7.1,1.6,0.0,0.0,1012.2,997.5,2.8,0.1,2.7,-,0.0,1.3,5.0,-,-,-,-,-,-
2019-10-05,9.0,10.5,8.5,7.9,90.5,10.4,7.9,3.5,0.0,0.0,1010.3,995.5,6.6,6.6,0.0,-,0.0,0.0,15.1,-,-,-,-,-,-
2019-10-06,5.5,10.7,1.4,0.9,76.0,6.7,3.0,1.6,0.0,0.0,1020.5,1005.5,0.0,0.0,0.0,-,0.0,8.9,-,-,-,-,4.0,2.0,-
2019-10-07,4.0,11.1,-1.7,-3.1,74.3,5.8,1.6,1.0,0.0,0.0,1020.5,1005.3,0.0,0.0,0.0,-,0.0,10.7,-,-,-,-,-,10.0,-
2019-10-08,7.7,12.3,-0.9,-3.1,82.0,8.9,7.0,3.8,0.0,0.0,1012.5,997.7,5.4,0.9,4.5,-,0.0,0.0,9.0,-,-,-,-,6.0,-
2019-10-09,12.7,16.8,10.0,8.9,81.0,11.8,7.3,2.8,0.0,0.0,1009.3,994.8,0.9,0.3,0.6,-,0.0,5.3,6.0,-,-,-,-,-,-
2019-10-10,11.1,15.4,8.6,7.0,78.1,10.3,5.3,4.5,0.0,0.0,1012.0,997.3,0.9,0.9,0.0,-,0.0,4.9,1.5,-,-,-,-,-,-
2019-10-11,12.4,15.8,7.6,5.9,72.4,10.3,5.3,4.8,0.0,0.0,1017.5,1002.8,0.0,0.0,0.0,-,0.0,4.8,-,-,-,-,-,-,-
2019-10-12,16.7,22.4,12.0,8.7,59.8,11.2,2.1,4.6,0.0,0.0,1014.2,999.8,0.0,0.0,0.0,-,0.0,10.3,-,-,-,-,-,-,-
2019-10-13,17.7,24.0,12.6,10.3,68.5,13.6,3.9,3.4,0.0,0.0,1016.1,1001.8,0.0,0.0,0.0,-,0.0,9.7,-,-,-,-,6.0,-,-
2019-10-14,17.2,26.4,9.2,6.9,73.0,13.9,1.1,1.9,0.0,0.0,1016.1,1001.7,0.0,0.0,0.0,-,0.0,10.1,-,-,-,-,17.0,-,-
2019-10-15,16.7,24.3,10.2,8.5,73.9,13.6,3.6,3.4,0.0,0.0,1009.8,995.4,0.0,0.0,0.0,-,0.0,8.5,-,-,-,-,13.0,-,-
2019-10-16,14.0,19.8,10.7,8.3,79.1,12.7,4.4,3.6,0.0,0.0,1011.2,996.7,1.6,1.6,0.0,-,0.0,1.8,3.9,-,-,-,7.0,-,-
2019-10-17,13.2,20.8,9.1,6.5,66.8,9.9,5.3,2.5,0.0,0.0,1016.1,1001.5,0.0,0.0,0.0,-,0.0,7.4,-,-,-,-,6.0,-,-
2019-10-18,13.5,21.2,5.9,4.5,78.8,12.0,4.5,2.3,0.0,0.0,1013.6,999.0,0.0,0.0,0.0,-,0.0,6.8,-,-,-,-,16.0,-,-
2019-10-19,13.0,18.7,6.3,5.3,81.3,12.1,6.0,2.6,0.0,0.0,1013.2,998.7,0.0,0.0,0.0,-,0.0,4.4,-,-,-,-,17.0,-,-
2019-10-20,14.3,21.4,6.8,4.7,81.3,13.1,3.9,2.4,0.0,0.0,1013.3,998.8,0.0,0.0,0.0,-,0.0,9.6,-,-,-,1.6,10.2,-,-
2019-10-21,15.6,24.5,9.5,5.9,80.6,13.9,4.5,1.4,0.0,0.0,1017.6,1003.1,0.0,0.0,0.0,-,0.0,8.9,-,-,-,0.5,10.3,-,-
2019-10-22,13.8,20.9,7.0,5.3,85.9,13.4,5.0,1.1,0.0,0.0,1023.2,1008.6,0.0,0.0,0.0,-,0.0,7.9,-,-,-,7.7,6.0,-,-
2019-10-23,12.3,14.5,8.4,7.0,96.6,13.9,7.9,2.1,0.0,0.0,1020.9,1006.2,0.0,0.0,0.0,-,0.0,0.0,-,-,-,9.8,-,-,-
2019-10-24,14.4,23.7,10.9,9.0,83.1,13.3,7.5,2.9,0.0,0.0,1012.4,997.9,0.0,0.0,0.0,-,0.0,5.6,-,-,-,11.9,2.2,-,-
2019-10-25,13.2,20.6,5.5,3.9,80.3,11.9,4.5,1.8,0.0,0.0,1019.8,1005.1,0.0,0.0,0.0,-,0.0,7.7,-,-,-,3.3,6.0,-,-
2019-10-26,13.3,22.2,5.6,3.6,76.4,11.4,4.6,2.6,0.0,0.0,1019.9,1005.2,0.0,0.0,0.0,-,0.0,9.2,-,-,-,0.3,8.8,-,-
2019-10-27,13.7,22.6,9.0,5.1,73.9,11.2,4.4,4.0,0.0,0.0,1016.5,1001.9,5.4,0.7,4.7,-,0.0,6.2,7.1,-,-,-,10.0,-,-
2019-10-28,6.8,11.5,3.2,1.0,83.6,8.2,3.4,3.1,0.0,0.0,1021.0,1006.0,0.0,0.0,0.0,-,0.0,6.0,-,-,-,-,6.0,-,-
2019-10-29,5.7,7.5,2.2,-0.6,88.1,8.1,7.5,2.1,0.0,0.0,1023.4,1008.3,0.0,0.0,0.0,-,0.0,0.0,-,-,-,-,14.0,-,-
2019-10-30,2.9,6.7,1.2,-1.7,88.5,6.6,4.6,1.1,0.0,0.0,1030.5,1015.1,0.0,0.0,0.0,-,0.0,3.8,-,-,-,3.5,4.0,1.8,-
2019-10-31,-1.2,1.4,-5.1,-5.1,96.5,5.5,7.5,1.9,0.0,0.0,1028.9,1013.3,0.0,0.0,0.0,-,0.0,0.0,-,-,-,17.6,-,-,-
2019-11-01,2.4,7.3,-1.9,-1.4,84.8,6.1,7.4,5.5,0.2,0.0,1018.6,1003.4,1.1,0.0,1.1,-,0.0,3.8,1.6,-,-,9.7,-,-,-
2019-11-02,8.8,11.2,5.8,4.2,81.9,9.3,7.3,5.8,0.0,0.0,1000.6,986.0,0.2,0.2,0.0,-,0.0,1.0,4.6,-,-,-,4.0,-,-
2019-11-03,10.5,15.0,6.0,3.8,87.1,11.1,6.3,3.1,0.0,0.0,993.6,979.2,1.6,0.0,1.6,-,0.0,3.5,2.2,-,-,-,14.8,-,-
2019-11-04,12.3,14.1,9.9,7.9,84.6,12.1,7.4,2.8,0.0,0.0,991.7,977.5,0.0,0.0,0.0,-,0.0,0.7,4.9,-,-,-,-,-,-
2019-11-05,9.8,14.4,7.0,4.3,79.1,9.6,5.5,2.8,0.0,0.0,997.7,983.2,0.0,0.0,0.0,-,0.0,1.1,-,-,-,-,5.0,-,-
2019-11-06,8.7,13.9,4.0,0.5,75.4,8.4,5.5,3.0,0.0,0.0,1001.7,987.1,0.0,0.0,0.0,-,0.0,4.9,-,-,-,-,13.0,-,-
2019-11-07,6.9,13.5,0.7,-1.1,78.9,7.7,2.6,1.8,0.0,0.0,1006.4,991.6,0.0,0.0,0.0,-,0.0,7.7,-,-,-,0.3,12.3,-,-
2019-11-08,6.6,11.3,0.9,-1.4,85.5,8.3,6.5,3.4,0.0,0.0,1008.1,993.3,0.0,0.0,0.0,-,0.0,0.1,-,-,-,0.6,2.0,2.5,-
2019-11-09,7.7,10.5,6.4,5.2,90.3,9.5,7.9,2.6,0.0,0.0,1007.5,992.8,2.7,2.7,0.0,-,0.0,0.0,7.2,-,-,-,0.9,-,-
2019-11-10,6.5,8.8,0.8,-0.4,84.3,8.1,5.5,0.9,0.0,0.0,1013.9,999.0,0.0,0.0,0.0,-,0.0,2.5,-,-,-,3.6,10.4,-,-
2019-11-11,5.8,9.6,2.7,-0.6,76.4,6.9,5.1,2.5,0.0,0.0,1014.5,999.6,0.0,0.0,0.0,-,0.0,5.7,-,-,-,-,8.0,-,-
2019-11-12,7.6,10.2,4.2,2.7,86.4,9.0,7.8,3.1,0.0,0.0,1008.6,993.9,15.9,7.2,8.7,-,0.0,0.0,13.1,-,-,-,5.0,-,-
2019-11-13,3.7,5.9,3.0,2.7,94.9,7.6,8.0,1.9,0.0,0.0,1004.7,989.8,9.8,8.0,1.8,-,0.0,0.0,17.4,-,-,-,-,-,-
2019-11-14,4.0,8.4,0.1,-1.9,88.5,7.2,5.0,3.9,0.0,0.0,1011.6,996.6,0.0,0.0,0.0,-,0.0,8.1,-,-,-,-,7.0,-,-
2019-11-15,9.0,12.5,3.7,3.1,85.4,9.8,7.1,6.9,0.0,0.0,1009.4,994.7,0.0,0.0,0.0,-,0.0,1.8,-,-,-,-,12.0,-,-
2019-11-16,11.4,16.9,8.6,5.9,73.9,9.9,6.4,5.0,1.0,0.0,1009.6,995.0,0.0,0.0,0.0,-,0.0,3.4,-,-,-,-,11.0,-,-
2019-11-17,11.3,16.1,5.4,3.1,77.9,10.3,6.6,4.0,0.0,0.0,1013.1,998.5,0.0,0.0,0.0,-,0.0,6.5,1.3,-,-,-,4.1,-,-
2019-11-18,10.7,15.1,8.7,6.4,75.5,9.7,6.5,4.5,0.0,0.0,1009.8,995.1,1.4,1.4,0.0,-,0.0,0.0,4.1,-,-,-,-,-,-
2019-11-19,6.5,11.1,1.6,-1.3,85.3,8.3,5.5,2.5,0.0,0.0,1018.3,1003.4,0.0,0.0,0.0,-,0.0,0.2,-,-,-,-,7.0,4.5,-
2019-11-20,7.8,12.3,2.2,0.3,85.4,9.0,7.3,2.6,0.0,0.0,1017.7,1002.8,0.0,0.0,0.0,-,0.0,3.9,-,-,-,-,19.0,-,-
2019-11-21,9.3,10.1,7.8,7.4,92.5,10.8,7.8,3.4,0.0,0.0,1012.9,998.1,0.5,0.5,0.0,-,0.0,0.0,10.6,-,-,-,6.9,-,-
2019-11-22,9.6,12.8,7.2,5.8,83.8,10.0,6.1,4.8,0.0,0.0,1013.5,998.8,0.0,0.0,0.0,-,0.0,3.1,-,-,-,-,4.0,-,-
2019-11-23,7.4,11.3,2.9,1.5,78.8,8.0,5.3,6.4,0.2,0.0,1011.8,997.0,0.0,0.0,0.0,-,0.0,6.4,-,-,-,-,10.0,-,-
2019-11-24,6.3,11.6,3.1,-0.1,81.9,7.8,3.0,4.0,0.0,0.0,1011.8,996.9,0.0,0.0,0.0,-,0.0,5.8,-,-,-,-,12.0,2.0,-
2019-11-25,5.6,7.9,1.6,-0.7,88.6,8.1,7.9,2.0,0.0,0.0,1012.9,998.0,0.0,0.0,0.0,-,0.0,0.0,-,-,-,-,7.0,-,-
2019-11-26,6.1,8.3,4.3,4.3,86.9,8.2,8.0,2.6,0.0,0.0,1010.3,995.4,0.0,0.0,0.0,-,0.0,0.0,-,-,-,-,15.0,-,-
2019-11-27,5.9,11.0,-0.7,-2.0,86.9,8.1,6.5,3.5,0.0,0.0,1002.3,987.5,0.0,0.0,0.0,-,0.0,3.2,-,-,-,1.0,4.0,0.9,-
2019-11-28,9.2,12.4,5.4,3.3,74.0,8.6,4.4,3.6,0.0,0.0,997.7,983.2,0.0,0.0,0.0,-,0.0,2.3,-,-,-,-,12.0,-,-
2019-11-29,7.8,10.3,5.1,3.1,70.6,7.6,6.4,5.9,0.2,0.0,1002.0,987.3,0.0,0.0,0.0,-,0.0,2.6,1.4,-,-,-,5.3,-,-
2019-11-30,1.9,5.6,-0.6,-1.4,76.5,5.3,3.1,3.8,0.0,0.0,1020.2,1005.0,0.0,0.0,0.0,-,0.0,7.8,-,-,-,0.4,4.0,2.4,-
2019-12-01,0.9,5.3,-3.7,-6.2,87.0,5.7,6.1,1.4,0.0,0.0,1023.2,1007.8,0.0,0.0,0.0,-,0.0,1.3,-,-,-,1.8,-,7.0,-
2019-12-02,1.7,4.3,-1.1,-2.9,86.9,6.0,7.5,3.6,0.0,0.0,1019.2,1003.9,1.2,0.1,1.1,-,0.0,0.3,3.4,-,0.4,-,-,8.0,-
2019-12-03,1.4,3.6,-2.0,-4.1,83.0,5.6,5.4,2.1,0.0,0.0,1026.4,1011.0,0.0,0.0,0.0,-,0.0,6.2,1.4,-,0.4,-,-,6.0,-
2019-12-04,3.1,7.7,-1.4,-2.9,78.9,6.0,4.3,3.5,0.0,0.0,1025.6,1010.4,0.0,0.0,0.0,-,0.0,6.4,0.8,-,-,-,1.0,6.0,-
2019-12-05,-0.7,4.5,-3.9,-6.0,76.0,4.4,0.6,2.0,0.0,0.0,1022.4,1007.0,0.0,0.0,0.0,-,0.0,7.5,-,-,-,-,-,16.0,-
2019-12-06,0.1,5.6,-6.0,-8.3,72.6,4.4,0.6,3.8,0.0,0.0,1015.5,1000.2,0.2,0.0,0.2,-,0.0,7.5,-,-,-,-,-,12.0,-
2019-12-07,6.8,9.8,2.5,0.3,72.9,7.3,6.6,6.0,0.5,0.0,1009.4,994.6,0.1,0.0,0.1,-,0.0,0.0,2.7,-,-,-,-,1.0,-
2019-12-08,8.5,10.2,6.1,4.1,71.3,7.9,7.5,5.1,0.0,0.0,1008.0,993.3,0.0,0.0,0.0,-,0.0,1.6,3.7,-,-,-,-,-,-
2019-12-09,7.7,10.3,5.9,3.2,76.4,8.0,7.3,4.1,0.0,0.0,1003.3,988.7,0.0,0.0,0.0,-,0.0,0.4,0.8,-,-,-,4.0,-,-
2019-12-10,2.7,7.3,-2.0,-5.1,76.9,5.8,4.0,3.6,0.0,0.0,1019.5,1004.4,0.0,0.0,0.0,-,0.0,3.3,0.2,-,-,-,2.3,7.0,-
2019-12-11,-1.8,4.0,-5.5,-8.2,76.6,4.1,3.1,3.4,0.0,0.0,1017.0,1001.6,0.0,0.0,0.0,-,0.0,7.0,-,-,-,-,-,17.0,-
2019-12-12,-0.7,4.3,-6.3,-8.7,75.1,4.4,5.5,1.6,0.0,0.0,1005.7,990.5,0.0,0.0,0.0,-,0.0,1.8,-,-,-,-,-,10.0,-
2019-12-13,2.0,5.2,-1.7,-2.6,81.4,5.7,6.0,5.0,0.0,0.0,990.6,975.8,0.0,0.0,0.0,-,0.0,2.0,-,0.3,-,-,-,3.0,-
2019-12-14,5.3,6.7,1.5,0.0,72.4,6.4,6.8,5.5,0.7,0.0,993.1,978.4,0.3,0.3,0.0,-,0.0,1.1,2.3,-,-,-,-,-,-
2019-12-15,6.7,9.8,2.8,0.5,73.6,7.3,7.3,5.3,0.0,0.0,1005.4,990.7,1.4,1.4,0.0,-,0.0,0.4,3.9,-,-,-,-,-,-
2019-12-16,5.2,9.5,0.9,-2.1,87.4,7.7,6.8,2.9,0.0,0.0,1012.9,998.0,0.0,0.0,0.0,-,0.0,0.0,-,-,-,-,6.0,2.0,-
2019-12-17,5.4,11.2,-0.7,-2.7,88.0,7.9,7.1,1.9,0.0,0.0,1010.4,995.5,0.0,0.0,0.0,-,0.0,1.4,-,-,-,1.7,6.0,0.4,-
2019-12-18,8.5,12.5,3.2,0.7,80.9,9.0,7.0,1.8,0.0,0.0,1017.0,1002.2,0.0,0.0,0.0,-,0.0,0.3,1.3,-,-,2.1,9.0,-,-
2019-12-19,5.2,9.1,0.8,-1.0,93.0,8.3,5.1,3.3,0.0,0.0,1020.0,1005.0,0.0,0.0,0.0,-,0.0,1.9,-,-,-,10.3,-,-,-
2019-12-20,11.1,14.5,7.9,4.2,69.1,9.0,3.8,5.5,1.1,0.0,1001.7,987.2,0.0,0.0,0.0,-,0.0,7.0,-,-,-,-,6.0,-,-
2019-12-21,7.4,10.8,5.3,2.6,84.5,8.7,7.0,1.9,0.0,0.0,995.1,980.5,1.4,0.0,1.4,-,0.0,2.1,4.1,-,-,-,4.6,-,-
2019-12-22,4.9,7.3,2.5,1.1,96.3,8.4,7.3,1.0,0.0,0.0,991.7,977.1,0.1,0.0,0.1,-,0.0,0.0,2.1,-,-,9.5,-,-,-
2019-12-23,5.2,7.2,1.4,0.8,94.4,8.4,8.0,2.5,0.0,0.0,1000.4,985.6,0.6,0.5,0.1,-,0.0,0.0,12.8,-,-,4.3,-,-,-
2019-12-24,5.4,7.5,2.3,0.1,86.8,7.8,7.3,3.0,0.0,0.0,1011.4,996.5,0.9,0.0,0.9,-,0.0,0.7,2.2,-,-,-,5.7,-,-
2019-12-25,5.0,6.8,1.8,-0.2,92.3,8.0,7.6,2.6,0.0,0.0,1011.8,996.8,3.7,2.0,1.7,-,0.0,0.0,14.3,-,-,-,-,-,-
2019-12-26,4.4,5.4,3.5,2.7,90.9,7.6,7.5,3.4,0.0,0.0,1021.9,1006.7,3.9,0.5,3.4,-,0.0,0.0,6.7,-,-,-,-,-,-
2019-12-27,2.8,4.3,1.7,0.7,89.8,6.7,7.4,2.5,0.0,0.0,1026.2,1011.0,0.1,0.0,0.1,-,0.0,0.3,4.3,-,-,-,-,-,-
2019-12-28,1.4,3.1,0.8,0.5,77.4,5.2,7.8,2.6,0.0,0.0,1037.6,1022.0,0.0,0.0,0.0,-,0.0,0.0,-,11.0,-,-,-,-,-
2019-12-29,0.5,1.5,-1.4,-2.9,73.5,4.7,7.5,1.5,0.0,0.0,1040.3,1024.7,0.0,0.0,0.0,-,0.0,0.0,-,-,-,-,-,5.0,-
2019-12-30,3.4,7.3,-1.6,-2.3,66.1,5.0,7.1,3.0,0.0,0.0,1031.6,1016.3,0.0,0.0,0.0,-,0.0,1.9,-,-,-,-,-,5.0,-
2019-12-31,5.5,7.9,2.0,-1.3,63.9,5.7,4.8,5.6,0.0,0.0,1025.8,1010.6,0.0,0.0,0.0,-,0.0,1.3,0.8,-,-,-,-,-,-
2020-01-01,1.8,5.1,-2.4,-4.2,82.4,5.7,4.0,2.8,0.0,0.0,1033.1,1017.6,0.0,0.0,0.0,-,0.0,7.0,-,-,-,1.8,8.0,3.7,-
2020-01-02,-1.9,6.2,-7.5,-9.5,82.8,4.4,3.3,1.4,0.0,0.0,1029.1,1013.5,0.0,0.0,0.0,-,0.0,7.1,-,-,-,-,-,8.0,-
2020-01-03,1.1,6.3,-6.6,-7.7,78.6,5.3,3.5,3.8,0.0,0.0,1021.6,1006.2,0.5,0.0,0.5,-,0.0,4.0,1.3,-,-,-,-,9.5,-
2020-01-04,4.8,7.3,3.8,2.7,81.9,7.1,6.6,6.0,0.5,0.0,1018.5,1003.4,1.0,1.0,0.0,-,0.0,0.7,7.7,0.3,0.2,-,-,-,-
2020-01-05,1.0,4.1,-2.1,-3.8,80.5,5.3,2.4,3.1,0.0,0.0,1031.3,1015.8,0.0,0.0,0.0,-,0.0,6.2,-,-,-,-,-,8.0,-
2020-01-06,1.6,4.2,-4.6,-6.3,80.9,5.6,7.1,3.0,0.0,0.0,1030.2,1014.8,0.0,0.0,0.0,-,0.0,0.0,1.8,-,-,-,-,5.1,-
2020-01-07,2.0,5.0,-3.7,-6.2,82.8,5.9,4.4,2.8,0.0,0.0,1026.0,1010.6,0.0,0.0,0.0,-,0.0,4.6,0.3,-,-,-,-,8.0,-
2020-01-08,4.6,7.1,-1.9,-4.3,79.9,6.8,6.6,3.5,0.0,0.0,1026.5,1011.3,2.6,0.4,2.2,-,0.0,1.6,5.0,-,-,-,-,-,-
2020-01-09,7.2,8.3,5.6,5.0,91.0,9.2,7.5,2.9,0.0,0.0,1020.7,1005.7,1.0,1.0,0.0,-,0.0,0.1,10.1,-,-,-,-,-,-
2020-01-10,8.3,9.7,6.1,4.2,77.3,8.5,6.6,4.1,0.0,0.0,1016.8,1001.9,0.1,0.0,0.1,-,0.0,0.1,0.8,-,-,-,-,-,-
2020-01-11,4.7,8.3,3.7,3.4,87.5,7.5,7.8,4.1,0.0,0.0,1029.0,1013.8,0.1,0.1,0.0,-,0.0,0.0,6.3,-,-,-,-,-,-
2020-01-12,2.9,7.8,-1.7,-4.0,77.0,5.7,6.8,3.0,0.0,0.0,1024.9,1009.6,0.0,0.0,0.0,-,0.0,6.3,-,-,-,-,-,6.0,-
2020-01-13,4.0,6.3,0.6,-1.8,79.0,6.4,6.8,3.8,0.0,0.0,1022.5,1007.3,0.0,0.0,0.0,-,0.0,0.0,0.6,-,-,-,1.0,5.0,-
2020-01-14,2.5,8.7,-2.2,-4.4,84.3,6.1,5.8,3.1,0.0,0.0,1018.6,1003.4,0.0,0.0,0.0,-,0.0,5.7,-,-,-,-,4.0,8.0,-
2020-01-15,3.9,9.5,0.2,-2.8,67.4,5.4,6.4,3.9,0.0,0.0,1020.2,1005.0,0.0,0.0,0.0,-,0.0,6.0,-,-,-,-,2.0,7.0,-
2020-01-16,5.1,11.0,-0.3,-2.7,77.6,6.8,1.8,1.8,0.0,0.0,1029.2,1014.0,0.0,0.0,0.0,-,0.0,6.7,-,-,-,0.3,1.0,6.8,-
